76,495,Teemu Talikainen,155087,1012,-3,68,61,57,,186,
76,495,Joni Peltonen,94872,1001,-3,66,62,58,,186,
76,495,Jesse Nieminen,58923,1027,-3,60,65,61,,186,
79,450,Mikael Häme,64889,1024,-2,60,62,65,,187,
79,450,Scott Stokely,3140,1013,-2,58,63,66,,187,
81,420,Juho Pylkkänen,133249,988,-1,66,58,64,,188,
82,405,Taavi Mäkelä,173253,991,E,65,65,59,,189,
82,405,Rasmus Tuominen,104299,1003,E,61,66,62,,189,
84,375,Niko Rättyä,52488,986,1,65,63,62,,190,
84,375,Otto Lehtonen,77462,1008,1,63,63,64,,190,
84,375,Tristan Tanner,99053,1017,1,59,67,64,,190,
84,375,Nate Perkins,65737,997,1,61,64,65,,190,
84,375,Juho Parviainen,30858,1004,1,58,67,65,,190,
89,300,Mason Marchbanks,79753,1016,2,62,68,61,,191,
89,300,Mathias Bergane Johansen,190137,960,2,69,60,62,,191,
89,300,Knut Valen Håland,35070,1007,2,68,60,63,,191,
89,300,Oskari Vikström,74130,992,2,62,65,64,,191,
89,300,Lauri Hämäläinen,72939,994,2,65,60,66,,191,
89,300,Ville Ahokas,53538,1009,2,63,60,68,,191,
95,210,Veeti Kemppi,186354,973,3,63,62,67,,192,
96,195,Ville Kankaanpää,140174,995,4,62,64,67,,193,
96,195,Keiro Jõgisalu,128887,976,4,64,61,68,,193,
98,165,Casey White,81739,1016,5,60,69,65,,194,
98,165,Garett Everson,98164,1018,5,63,60,71,,194,
100,135,Aapo Mäkelä,261773,1004,7,71,58,67,,196,
100,135,Morten Brenna,79859,997,7,64,62,70,,196,
102,105,Kimi Hakkarainen,64024,997,8,61,66,70,,197,
103,90,Markus Fjørtoft,108837,993,9,62,70,66,,198,
104,75,Luke Bayne,166771,1002,10,62,70,67,,199,
105,60,John Willis II,23844,1001,11,72,67,61,,200,
106,45,Heikki Saunanen,43496,984,13,64,72,66,,202,
107,30,Matěj Vojtík,64867,994,14,79,58,66,,203,
108,15,Miika Martikainen,202704,926,18,64,70,73,,207,
