93,Thomas Gilbert,85850,1015,+3,67,58,67,192,
93,Charlie Moore,78268,1007,+3,63,61,68,192,
95,AJ Carey,61770,1011,+4,69,62,62,193,
96,Justin Rosak,98161,1002,+5,68,62,64,194,
97,Brodie Smith,128378,1016,+6,68,61,66,195,
97,Calvin Lonnquist,145206,1021,+6,67,62,66,195,
97,Corbin Milchesky,153445,1000,+6,69,58,68,195,
97,Randy Dueck,139619,1006,+6,65,61,69,195,
97,Luke Samson,59419,1014,+6,59,64,72,195,
102,Duncan Farquharson,187533,974,+7,71,66,59,196,
103,Mason Marchbanks,79753,1017,+9,73,61,64,198,
104,Kade Capps,168538,992,+10,65,67,67,199,
105,Jacob Courtis,56511,1004,+11,69,62,69,200,
106,Austin Hannum,68835,1014,+12,69,67,65,201,
107,Scott Stokely,3140,1018,+13,64,64,74,202,
108,Peyton Mansell,135467,963,+15,69,71,64,204,
109,Silver Lätt,61186,1014,999,DNF,,,,
109,Bo McLaughlin,87143,1004,71,999,DNF,,,
109,Aidan Scott,99246,1015,67,71,999,DNF,,
112,Joe Notch,106915,1010,78,999,DNF,,,
