79,0,Clint Calvin,84958,1012,-5,66,62,65,66,259,
79,0,AJ Carey,61770,1014,-5,64,66,64,65,259,
83,0,Brodie Smith,128378,1024,-4,66,68,61,65,260,
83,0,Luke Samson,59419,1019,-4,69,62,64,65,260,
85,0,Jake Brown,140954,1004,-3,63,72,62,64,261,
85,0,Blake Poland,100708,1000,-3,67,62,68,64,261,
87,0,Nate Perkins,65737,998,-2,66,65,66,65,262,
88,0,Matt Dollar,26045,1009,-1,65,65,68,65,263,
88,0,Alan Wagner,28550,1006,-1,63,68,64,68,263,
90,0,Clint Kuglar,58751,1008,1,62,71,65,67,265,
91,0,Matt Thompson,125969,1005,2,71,66,63,66,266,
92,0,Mark Chapalonis,70741,999,4,67,67,69,65,268,
92,0,Josef Berg,95050,1001,4,68,67,66,67,268,
92,0,Jake Hebenheimer,43762,1018,4,67,67,66,68,268,
95,0,Noah Fiveash,99153,992,5,71,69,65,64,269,
95,0,Charlie Moore,78268,1001,5,66,70,69,64,269,
95,0,Jake Wolff,144536,1004,5,68,64,69,68,269,
95,0,Chris Nelson,78697,1026,5,70,68,62,69,269,
99,0,Connor O'Reilly,99648,1014,6,73,66,68,63,270,
100,0,Jason Lynn,46394,999,7,65,69,67,70,271,
101,0,Brent Hannu,128231,995,9,71,71,65,66,273,
102,0,Levi Hancock,103050,1002,13,73,72,65,67,277,
102,0,Reid Frescura,48338,1003,13,68,69,70,70,277,
104,0,Colby Childress,101578,1001,15,67,67,69,76,279,
105,0,David Feldberg,12626,1022,,63,62,63,999,DNF,
105,0,Matt Bell,48950,1021,,62,66,63,999,DNF,
107,0,Chandler Kramer,139228,1020,,69,999,999,999,DNF,
108,0,Joshua Anthon,17946,1023,,999,999,999,999,DNF,
